num_date_time,건물번호,일시,기온(C),강수량(mm),풍속(m/s),습도(%),건물유형,연면적(m2),냉방면적(m2),태양광용량(kW),ESS저장용량(kWh),PCS용량(kW)
22_20220829 1,22,2022082912,20.1,0,0.3,93,공공,61375.47,19800,110,-,-
22_20220829 1,22,2022082913,21.1,0,1.1,82,공공,61375.47,19800,110,-,-
22_20220829 1,22,2022082914,21.7,0,1.5,76,공공,61375.47,19800,110,-,-
22_20220829 1,22,2022082915,21.8,0,2,73,공공,61375.47,19800,110,-,-
22_20220829 1,22,2022082916,21.4,0,1.2,78,공공,61375.47,19800,110,-,-
22_20220829 1,22,2022082917,20.9,0,1.4,84,공공,61375.47,19800,110,-,-
22_20220829 1,22,2022082918,21,0,1.5,80,공공,61375.47,19800,110,-,-
22_20220829 1,22,2022082919,19.2,0,1,93,공공,61375.47,19800,110,-,-
22_20220829 2,22,2022082920,19.5,0,1,84,공공,61375.47,19800,110,-,-
22_20220829 2,22,2022082921,19.2,0,1,86,공공,61375.47,19800,110,-,-
22_20220829 2,22,2022082922,18.5,0,0.8,92,공공,61375.47,19800,110,-,-
22_20220829 2,22,2022082923,18.4,0,0.1,91,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083000,18.2,0,2.2,93,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083001,18.1,0,1.2,92,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083002,18.1,0,1.1,94,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083003,18,0,1.4,91,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083004,18.2,0,1.4,89,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083005,17.3,0.2,1.6,96,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083006,17,0.5,0.9,98,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083007,17,1.3,0.6,99,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083008,17,1.2,1.2,100,공공,61375.47,19800,110,-,-
22_20220830 0,22,2022083009,17.2,1.9,1.7,100,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083010,17.3,0.9,2.1,99,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083011,17.7,1,2.2,99,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083012,17.8,1.2,2.4,99,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083013,18.3,2.6,2.1,99,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083014,18.5,1.4,2.3,100,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083015,18.7,0.8,1.7,99,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083016,18.7,1.7,1,100,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083017,18.7,1,2,100,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083018,18.6,0.3,1.6,100,공공,61375.47,19800,110,-,-
22_20220830 1,22,2022083019,18.5,0.4,1.7,100,공공,61375.47,19800,110,-,-
22_20220830 2,22,2022083020,18.6,0,2.1,100,공공,61375.47,19800,110,-,-
22_20220830 2,22,2022083021,18.6,0,2.1,100,공공,61375.47,19800,110,-,-
22_20220830 2,22,2022083022,18.6,0,1.7,100,공공,61375.47,19800,110,-,-
22_20220830 2,22,2022083023,18.3,0,1.5,100,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083100,18.3,0,1.6,99,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083101,18.2,0,1.5,99,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083102,18.2,0,1.3,99,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083103,18.1,0,1.5,99,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083104,18.1,0,0.4,99,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083105,18,0,0.9,99,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083106,18.2,0,1.1,98,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083107,18.3,0,0,98,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083108,19.1,0,1.4,94,공공,61375.47,19800,110,-,-
22_20220831 0,22,2022083109,20.3,0,1.3,92,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083110,21.5,0,1.6,86,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083111,22,0,1.6,86,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083112,23.1,0,1,80,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083113,23.6,0,0.5,79,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083114,24.5,0,1.8,71,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083115,25.2,0,2.2,71,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083116,25.8,0,1.8,67,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083117,25.6,0,0.7,69,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083118,25,0,0.9,70,공공,61375.47,19800,110,-,-
22_20220831 1,22,2022083119,21.1,0,0,92,공공,61375.47,19800,110,-,-
22_20220831 2,22,2022083120,20,0,0,95,공공,61375.47,19800,110,-,-
22_20220831 2,22,2022083121,19.4,0,0.7,97,공공,61375.47,19800,110,-,-
22_20220831 2,22,2022083122,19.4,0,0.1,99,공공,61375.47,19800,110,-,-
22_20220831 2,22,2022083123,19.5,0,0.2,98,공공,61375.47,19800,110,-,-
23_20220825 0,23,2022082500,23.1,0,1,86,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082501,22.9,0,0.9,86,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082502,22.5,0,1,86,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082503,21.9,0,1.1,88,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082504,21.4,0,1.3,89,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082505,21.3,0,1.3,90,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082506,21.5,0,1.2,89,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082507,22.1,0,0.8,85,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082508,23.2,0,1.3,82,공공,32236.11,16565,-,-,-
23_20220825 0,23,2022082509,25.2,0,0.6,72,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082510,26,0,1.5,70,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082511,26.6,0,1.7,67,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082512,27.4,0,1.1,65,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082513,27.3,0,1.2,67,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082514,27.5,0,3.6,68,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082515,26.5,0,3.9,63,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082516,25.8,0,3.6,52,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082517,25.3,0,2.5,60,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082518,24.5,0,1.7,64,공공,32236.11,16565,-,-,-
23_20220825 1,23,2022082519,23,0,2,66,공공,32236.11,16565,-,-,-
23_20220825 2,23,2022082520,22.1,0,3.1,62,공공,32236.11,16565,-,-,-
23_20220825 2,23,2022082521,22.1,0,0.2,58,공공,32236.11,16565,-,-,-
23_20220825 2,23,2022082522,20.8,0,1.2,65,공공,32236.11,16565,-,-,-
23_20220825 2,23,2022082523,21.9,0,0,57,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082600,21.5,0,1,65,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082601,20.8,0,0,69,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082602,20.3,0,0.1,75,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082603,19.5,0,0.7,84,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082604,20.2,0,0.9,76,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082605,19.4,0,1,83,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082606,18.5,0,1.3,84,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082607,20.3,0,0.1,77,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082608,21.8,0,0.1,70,공공,32236.11,16565,-,-,-
23_20220826 0,23,2022082609,23.4,0,1,64,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082610,25.1,0,1.1,59,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082611,25.1,0,2,58,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082612,26.1,0,1.6,60,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082613,26.9,0,1.8,56,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082614,26.1,0,2.1,59,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082615,26.4,0,1.8,61,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082616,27.8,0,2.1,56,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082617,26,0,3.5,64,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082618,25.5,0,3.1,66,공공,32236.11,16565,-,-,-
23_20220826 1,23,2022082619,24.3,0,2.1,70,공공,32236.11,16565,-,-,-
23_20220826 2,23,2022082620,24.2,0,1.1,73,공공,32236.11,16565,-,-,-
23_20220826 2,23,2022082621,23.7,0,1.8,74,공공,32236.11,16565,-,-,-
23_20220826 2,23,2022082622,23,0,1.6,78,공공,32236.11,16565,-,-,-
23_20220826 2,23,2022082623,22.7,0,0.9,79,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082700,23,0,1,78,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082701,22.2,0,0.3,83,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082702,21.5,0,1,86,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082703,21,0,1,87,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082704,21.2,0,0.5,87,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082705,21,0,1,87,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082706,21,0,0.9,87,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082707,21.5,0,1,86,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082708,22.1,0,0.2,85,공공,32236.11,16565,-,-,-
23_20220827 0,23,2022082709,21.6,0,3.5,80,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082710,22,0,2.8,66,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082711,21.8,0,3.8,60,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082712,23.9,0,2.5,50,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082713,24.2,0,3,38,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082714,25.4,0,2.2,43,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082715,25.1,0,2.7,40,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082716,25.4,0,2.5,42,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082717,25,0,2.4,41,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082718,24,0,3.1,55,공공,32236.11,16565,-,-,-
23_20220827 1,23,2022082719,22.4,0,3.2,62,공공,32236.11,16565,-,-,-
23_20220827 2,23,2022082720,21.5,0,2.7,65,공공,32236.11,16565,-,-,-
23_20220827 2,23,2022082721,19.9,0,1.6,73,공공,32236.11,16565,-,-,-
23_20220827 2,23,2022082722,19.9,0,0.6,68,공공,32236.11,16565,-,-,-
23_20220827 2,23,2022082723,19.5,0,0.9,73,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082800,18.2,0,1.5,79,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082801,17.5,0,1.5,82,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082802,17.4,0,1.2,81,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082803,16.6,0,0.5,84,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082804,16.9,0,1.2,81,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082805,16.2,0,1,85,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082806,16.4,0,1.2,82,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082807,17.2,0,0.4,80,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082808,18.4,0,0.3,78,공공,32236.11,16565,-,-,-
23_20220828 0,23,2022082809,20.9,0,0.3,67,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082810,22.8,0,1.1,56,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082811,25.1,0,0.9,50,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082812,26.4,0,1.2,46,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082813,26.7,0,1.6,43,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082814,27.6,0,1.8,41,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082815,27.2,0,1.5,39,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082816,27.9,0,1.4,36,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082817,27.5,0,1.1,38,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082818,26.8,0,0.4,43,공공,32236.11,16565,-,-,-
23_20220828 1,23,2022082819,25.1,0,1,51,공공,32236.11,16565,-,-,-
23_20220828 2,23,2022082820,23.8,0,1.4,61,공공,32236.11,16565,-,-,-
23_20220828 2,23,2022082821,22.8,0,1.3,65,공공,32236.11,16565,-,-,-
23_20220828 2,23,2022082822,22.2,0,0.6,68,공공,32236.11,16565,-,-,-
23_20220828 2,23,2022082823,21.8,0,0.9,68,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082900,21.2,0,0.8,71,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082901,21,0,1.3,73,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082902,20.7,0,1.3,73,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082903,20.2,0,1.3,72,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082904,20.2,0,1.3,73,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082905,20,0,1.6,73,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082906,20.1,0,1.3,70,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082907,20.4,0,1,69,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082908,20.8,0,1.2,70,공공,32236.11,16565,-,-,-
23_20220829 0,23,2022082909,21.6,0,0.4,66,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082910,22.6,0,0.6,64,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082911,22.6,0,1,70,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082912,21.8,0,1.1,79,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082913,21.5,0.2,1.5,84,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082914,22.1,0.1,1,81,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082915,22.1,0,1.5,84,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082916,22.4,0,1.3,83,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082917,22.7,0,1.6,79,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082918,22,0,1.5,83,공공,32236.11,16565,-,-,-
23_20220829 1,23,2022082919,21.6,0,1.2,84,공공,32236.11,16565,-,-,-
23_20220829 2,23,2022082920,21,0,1.1,87,공공,32236.11,16565,-,-,-
23_20220829 2,23,2022082921,21.2,0,0.9,87,공공,32236.11,16565,-,-,-
23_20220829 2,23,2022082922,20.6,0,0.9,87,공공,32236.11,16565,-,-,-
23_20220829 2,23,2022082923,20.9,0,0.7,83,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083000,20.7,0,1,85,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083001,20.9,0,0.9,84,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083002,20.8,0,0.8,85,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083003,20.7,0,0.7,86,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083004,20.9,0,0.9,85,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083005,21.2,0,1.6,85,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083006,20.5,0.2,1,90,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083007,20.4,0.1,1.2,93,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083008,21.1,0,0.8,93,공공,32236.11,16565,-,-,-
23_20220830 0,23,2022083009,22,0,1.9,87,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083010,22.9,0,0.8,84,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083011,22.7,0,2.3,86,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083012,23.1,0,1.6,86,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083013,23.2,0,2.7,88,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083014,23.6,0,1.3,88,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083015,22.7,0.3,1.8,93,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083016,22.6,0.6,0.8,94,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083017,22.5,0.6,0.9,96,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083018,22.6,0,0,96,공공,32236.11,16565,-,-,-
23_20220830 1,23,2022083019,22.6,0,0,96,공공,32236.11,16565,-,-,-
23_20220830 2,23,2022083020,22,0,2.1,96,공공,32236.11,16565,-,-,-
23_20220830 2,23,2022083021,20.8,2.9,1.3,97,공공,32236.11,16565,-,-,-
23_20220830 2,23,2022083022,21.2,2,0.1,98,공공,32236.11,16565,-,-,-
23_20220830 2,23,2022083023,21.4,1.1,0,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083100,21.4,1.9,0.7,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083101,21.3,1.8,0.8,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083102,21.2,1.6,0.5,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083103,20.7,0.1,1.9,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083104,20.4,1,0.6,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083105,20.5,1.2,0.5,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083106,20.6,1.1,0.2,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083107,20.3,0.3,0.9,98,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083108,20.5,0.1,1.1,97,공공,32236.11,16565,-,-,-
23_20220831 0,23,2022083109,20.5,0,2.2,96,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083110,20.7,0.3,1.9,95,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083111,21.1,0.2,1.1,94,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083112,21.4,0,1.3,92,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083113,22.7,0,1,87,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083114,22.9,0,0.8,81,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083115,24.2,0,0.4,77,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083116,24.1,0,1.5,79,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083117,23.5,0,1.2,80,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083118,22.9,0,1,83,공공,32236.11,16565,-,-,-
23_20220831 1,23,2022083119,22.5,0,1.3,83,공공,32236.11,16565,-,-,-
23_20220831 2,23,2022083120,22.1,0,1.1,88,공공,32236.11,16565,-,-,-
23_20220831 2,23,2022083121,22,0,0.7,90,공공,32236.11,16565,-,-,-
23_20220831 2,23,2022083122,21,0,0.1,92,공공,32236.11,16565,-,-,-
23_20220831 2,23,2022083123,21.2,0,0.1,94,공공,32236.11,16565,-,-,-
24_20220825 0,24,2022082500,23.5,0,2.2,72,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082501,23,0,0.9,72,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082502,22.7,0,1.5,75,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082503,22.1,0,1.3,78,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082504,21.8,0,1,77,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082505,21.6,0,1.6,81,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082506,21.5,0,2.3,84,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082507,21.7,0,1.4,83,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082508,22.3,0,2.2,82,대학교,659696.91,516097.85,97.65,-,-
24_20220825 0,24,2022082509,22.7,0,2.4,78,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082510,23.5,0,1,77,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082511,24,0,1.6,76,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082512,23.8,0.7,0.7,82,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082513,23,0.3,2.8,85,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082514,22.5,0.5,2.4,90,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082515,22.1,0.1,1.6,63,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082516,22.5,0,2.4,71,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082517,22.6,0,3,79,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082518,22.5,0,2,79,대학교,659696.91,516097.85,97.65,-,-
24_20220825 1,24,2022082519,22.2,0,1.9,79,대학교,659696.91,516097.85,97.65,-,-
24_20220825 2,24,2022082520,21.9,0,2.6,79,대학교,659696.91,516097.85,97.65,-,-
24_20220825 2,24,2022082521,21.7,0,2.7,79,대학교,659696.91,516097.85,97.65,-,-
24_20220825 2,24,2022082522,21.4,0,0.6,79,대학교,659696.91,516097.85,97.65,-,-
24_20220825 2,24,2022082523,21.2,0,1.7,82,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082600,21.1,0,1.7,81,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082601,20.8,0,2.3,82,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082602,20.8,0,2.4,83,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082603,20.3,0,1.8,85,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082604,20.4,0,2,87,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082605,20.5,0,0.8,86,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082606,20.1,0,0.9,88,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082607,20,0,1.4,89,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082608,21.3,0,2,87,대학교,659696.91,516097.85,97.65,-,-
24_20220826 0,24,2022082609,22.8,0,0.9,80,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082610,23.9,0,2.1,75,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082611,25.6,0,1.2,71,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082612,26.5,0,2.3,64,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082613,27.3,0,1.9,61,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082614,27.4,0,2.5,58,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082615,28.2,0,3.8,57,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082616,27.9,0,4.2,60,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082617,26.6,0,4.1,61,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082618,25.9,0,3.4,67,대학교,659696.91,516097.85,97.65,-,-
24_20220826 1,24,2022082619,24.8,0,4,69,대학교,659696.91,516097.85,97.65,-,-
24_20220826 2,24,2022082620,24.1,0,2.5,77,대학교,659696.91,516097.85,97.65,-,-
24_20220826 2,24,2022082621,23.7,0,2.7,79,대학교,659696.91,516097.85,97.65,-,-
24_20220826 2,24,2022082622,23.4,0,3.3,80,대학교,659696.91,516097.85,97.65,-,-
24_20220826 2,24,2022082623,23.1,0,2.5,82,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082700,23.1,0,2.2,82,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082701,23.2,0,2.6,80,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082702,21,15.6,5.4,88,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082703,20.7,2,2.7,91,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082704,19.4,0,3.2,85,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082705,18.9,0,0.6,84,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082706,18.1,0,2.1,82,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082707,17.7,0,1.9,85,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082708,18.3,0,2.1,77,대학교,659696.91,516097.85,97.65,-,-
24_20220827 0,24,2022082709,19.5,0,2.4,63,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082710,21.2,0,3.2,54,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082711,22,0,4.2,45,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082712,23,0,3.4,49,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082713,23.6,0,3.8,45,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082714,24.4,0,3.9,47,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082715,25,0,3.3,45,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082716,25.1,0,3.4,43,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082717,24.9,0,3.7,46,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082718,24.5,0,2.7,48,대학교,659696.91,516097.85,97.65,-,-
24_20220827 1,24,2022082719,23.1,0,2.7,52,대학교,659696.91,516097.85,97.65,-,-
24_20220827 2,24,2022082720,22,0,1.9,56,대학교,659696.91,516097.85,97.65,-,-
24_20220827 2,24,2022082721,21.2,0,2.7,61,대학교,659696.91,516097.85,97.65,-,-
24_20220827 2,24,2022082722,20.7,0,2.3,64,대학교,659696.91,516097.85,97.65,-,-
24_20220827 2,24,2022082723,20.4,0,2.7,61,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082800,19.6,0,1.8,66,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082801,18.9,0,0.9,65,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082802,18.4,0,0.8,72,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082803,17.6,0,1.8,72,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082804,17,0,1.9,75,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082805,16.5,0,2.3,79,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082806,16.2,0,1.6,80,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082807,16.4,0,1.4,82,대학교,659696.91,516097.85,97.65,-,-
24_20220828 0,24,2022082808,19.2,0,2,72,대학교,659696.91,516097.85,97.65,-,-
